hour,day,temperature,rain,availability_percentage,congestion_level
13,2,16.9,1,90.24,0
12,5,20.0,0,80.44,0
8,1,24.0,1,54.99,1
14,2,31.2,1,95.88,0
21,6,38.3,1,97.77,0
14,4,24.6,0,100.0,0
23,3,25.7,1,100.0,0
10,5,22.7,1,77.08,0
15,1,22.6,0,100.0,0
16,0,43.5,0,100.0,0
3,6,34.1,0,58.53,1
0,0,19.7,1,82.74,0
7,2,36.7,1,47.53,1
16,3,36.7,0,96.72,0
2,0,35.0,1,62.4,1
19,2,19.0,0,100.0,0
14,4,27.2,0,99.81,0
14,2,18.2,0,94.03,0
23,6,39.5,0,86.38,0
21,2,34.7,0,100.0,0
13,6,30.2,1,91.94,0
22,2,25.3,1,97.7,0
13,1,20.5,0,88.52,0
23,2,18.2,1,100.0,0
1,5,44.1,1,72.66,0
12,2,21.0,0,93.38,0
13,1,16.8,1,93.39,0
23,1,43.9,1,86.08,0
18,4,31.5,0,100.0,0
6,6,38.9,1,57.69,1
2,3,16.3,1,74.58,0
14,0,32.0,1,94.9,0
22,0,26.9,1,99.12,0
13,2,38.2,1,92.74,0
10,4,16.2,0,65.02,0
14,2,27.1,0,97.6,0
12,0,39.0,0,81.81,0
17,6,30.7,0,100.0,0
5,6,31.5,0,41.26,1
2,6,17.9,1,72.27,0
18,1,19.0,1,100.0,0
14,3,35.3,0,87.18,0
22,4,35.3,0,96.36,0
4,1,44.4,0,52.84,1
9,3,36.4,1,62.97,1
6,4,29.8,1,52.89,1
16,4,40.7,1,100.0,0
6,0,18.1,1,55.31,1
21,1,28.5,1,100.0,0
11,4,23.6,1,76.96,0
16,5,18.1,0,100.0,0
12,6,37.9,1,81.78,0
19,4,30.3,0,100.0,0
3,3,31.7,0,53.18,1
9,0,27.3,1,62.23,1
2,2,28.8,1,62.35,1
8,6,18.5,1,63.75,1
12,0,35.2,1,92.1,0
17,2,28.0,1,100.0,0
14,1,39.5,1,93.94,0
3,1,20.9,1,66.22,0
14,4,21.2,1,100.0,0
21,5,34.4,0,100.0,0
1,1,40.4,0,63.89,1
14,4,29.2,1,100.0,0
7,6,36.8,0,48.47,1
7,0,45.0,1,58.74,1
16,1,44.7,0,100.0,0
11,0,37.3,0,79.14,0
18,0,37.2,1,100.0,0
9,5,22.4,1,61.85,1
8,1,40.0,1,64.49,1
4,0,27.2,0,54.35,1
5,5,43.9,0,43.02,1
19,5,17.4,1,100.0,0
1,1,28.1,0,73.51,0
23,5,31.7,1,90.2,0
12,1,27.2,0,82.81,0
5,1,21.3,1,59.58,1
4,2,32.8,0,47.1,1
0,0,37.7,1,78.61,0
20,3,34.3,1,100.0,0
21,1,22.0,1,100.0,0
20,0,36.9,0,100.0,0
5,6,22.7,1,59.09,1
5,5,20.3,0,48.74,1
22,4,35.7,1,98.02,0
15,1,40.3,1,100.0,0
3,5,29.4,1,72.29,0
10,5,30.9,0,64.09,1
23,5,24.1,0,87.97,0
22,5,29.8,0,87.87,0
8,5,19.0,1,59.34,1
22,1,43.7,0,90.56,0
2,6,39.0,1,66.42,0
18,3,35.0,1,100.0,0
7,2,31.1,1,61.61,1
4,5,38.8,1,58.46,1
3,5,29.8,1,63.01,1
23,2,24.0,0,92.98,0
5,6,19.8,0,53.95,1
1,6,34.4,1,83.67,0
19,1,42.9,1,100.0,0
10,0,19.6,0,69.76,0
3,4,20.4,1,56.04,1
14,4,28.0,1,98.64,0
5,0,39.2,1,54.02,1
21,1,23.8,1,100.0,0
16,4,22.6,0,100.0,0
23,6,33.6,1,88.21,0
5,2,31.1,0,45.67,1
18,0,16.8,0,100.0,0
1,6,17.4,0,79.93,0
14,3,34.3,0,91.98,0
10,1,29.0,1,79.36,0
7,0,44.1,1,52.93,1
18,4,35.4,1,100.0,0
12,1,15.3,0,86.08,0
11,2,29.4,0,72.15,0
4,1,27.4,0,61.68,1
5,1,18.2,1,59.48,1
21,2,42.7,1,100.0,0
3,5,39.2,1,71.41,0
18,2,21.9,0,100.0,0
19,6,22.7,0,100.0,0
0,1,16.0,1,90.54,0
19,2,23.9,0,100.0,0
16,5,32.5,0,94.72,0
11,6,27.6,1,79.97,0
14,0,44.1,0,88.49,0
0,2,16.7,0,83.31,0
13,2,32.7,1,98.24,0
5,1,40.7,0,49.32,1
4,6,29.4,0,51.09,1
10,0,15.1,0,71.44,0
3,3,22.3,0,58.98,1
12,3,24.7,1,85.07,0
10,4,44.0,1,69.59,0
2,2,42.4,0,58.09,1
0,2,43.5,1,83.77,0
5,0,39.8,1,51.94,1
17,5,25.5,1,100.0,0
23,3,42.2,0,81.59,0
9,4,44.5,0,51.38,1
4,0,25.5,1,60.81,1
22,2,22.8,1,100.0,0
9,3,31.4,1,70.21,0
11,6,20.6,1,75.62,0
1,4,16.0,0,79.16,0
12,1,43.4,1,86.7,0
7,3,42.8,0,55.84,1
1,4,19.9,0,71.21,0
19,0,27.2,0,100.0,0
0,1,39.9,0,78.05,0
4,4,34.8,0,57.83,1
8,4,26.8,0,51.74,1
16,2,37.3,0,100.0,0
8,5,41.9,1,53.63,1
10,3,42.8,0,58.91,1
14,2,26.4,1,100.0,0
23,6,20.2,1,100.0,0
5,1,42.4,1,55.65,1
22,5,17.8,1,100.0,0
2,4,36.7,1,66.55,0
16,2,19.2,0,100.0,0
4,5,26.7,0,54.08,1
11,6,27.3,1,77.12,0
17,3,19.8,1,100.0,0
13,6,42.7,1,88.73,0
20,1,15.1,0,97.83,0
23,0,41.8,1,80.38,0
10,2,41.5,0,59.79,1
8,1,24.5,0,58.97,1
1,0,36.1,1,83.45,0
11,2,22.6,0,76.47,0
2,1,37.8,0,65.34,0
2,6,31.8,0,65.01,0
0,1,24.0,1,90.99,0
7,5,27.0,1,57.99,1
21,6,35.7,1,100.0,0
7,2,42.2,1,44.55,1
10,1,18.9,1,74.64,0
8,4,32.1,1,58.49,1
4,2,22.6,1,59.15,1
13,1,39.0,1,88.34,0
2,5,17.1,0,62.2,1
20,0,35.7,1,100.0,0
4,0,20.2,0,58.12,1
4,4,32.9,0,53.5,1
18,2,40.1,1,100.0,0
13,5,37.7,0,79.24,0
3,1,37.6,0,65.33,0
12,1,30.5,1,89.55,0
9,0,41.7,0,58.37,1
17,5,32.6,1,100.0,0
7,6,42.5,0,48.32,1
7,4,31.4,0,49.19,1
6,0,30.2,1,56.32,1
7,0,21.7,0,61.16,1
13,4,31.3,0,82.89,0
18,2,19.2,1,100.0,0
5,1,41.1,1,45.93,1
0,2,35.3,0,81.08,0
22,5,44.8,0,95.61,0
14,6,17.8,1,100.0,0
0,3,22.2,0,87.57,0
16,3,41.3,1,100.0,0
0,3,26.9,1,79.58,0
14,4,29.0,1,100.0,0
22,0,40.8,0,100.0,0
1,6,30.7,0,71.22,0
13,2,20.8,0,93.93,0
20,1,41.8,1,100.0,0
7,3,15.9,0,50.73,1
7,2,41.9,1,53.0,1
18,3,16.5,0,100.0,0
6,6,35.0,1,53.99,1
18,3,17.2,1,100.0,0
5,1,36.2,0,45.64,1
5,5,16.0,1,61.92,1
2,5,40.3,0,53.13,1
6,6,29.0,0,52.92,1
18,5,17.8,0,100.0,0
7,4,36.2,0,50.62,1
9,0,29.7,0,60.21,1
19,4,20.7,1,100.0,0
14,2,15.5,0,94.62,0
14,4,27.5,1,99.32,0
0,2,17.6,0,84.91,0
19,2,17.8,1,100.0,0
6,0,23.0,1,64.11,1
3,1,33.9,0,57.82,1
5,6,30.9,1,50.79,1
0,0,17.1,0,86.04,0
4,6,44.1,0,37.57,1
22,5,41.6,0,100.0,0
0,5,22.8,1,78.56,0
3,4,18.7,1,71.67,0
21,2,43.3,1,100.0,0
1,3,28.8,1,71.93,0
9,3,24.3,0,63.28,1
4,6,29.7,0,50.66,1
9,2,38.2,1,60.5,1
0,6,20.1,1,90.34,0
21,0,38.0,0,98.56,0
5,1,37.5,1,48.78,1
12,0,31.2,0,81.7,0
14,2,41.0,1,95.67,0
3,2,19.0,1,66.54,0
12,1,32.9,1,83.88,0
23,6,28.5,0,81.49,0
19,4,27.7,0,100.0,0
23,4,22.6,1,92.05,0
14,1,26.2,1,100.0,0
7,4,18.2,1,54.9,1
4,3,22.5,1,67.2,0
14,4,23.2,1,100.0,0
3,4,36.6,1,63.62,1
11,4,16.5,1,79.64,0
12,3,34.5,1,75.66,0
1,6,21.6,0,77.4,0
18,4,17.5,0,100.0,0
18,5,24.0,0,100.0,0
3,3,21.7,0,57.09,1
3,1,31.6,1,62.92,1
10,0,25.7,0,54.39,1
4,1,44.0,0,48.14,1
19,0,43.9,1,100.0,0
10,1,28.3,0,65.67,0
9,5,38.9,0,62.13,1
7,0,15.4,0,53.39,1
5,0,31.4,0,56.36,1
5,2,37.3,0,42.12,1
7,0,21.5,1,61.57,1
22,0,16.8,1,100.0,0
14,2,19.7,1,100.0,0
13,4,28.3,0,86.23,0
10,4,30.2,0,59.68,1
11,2,26.4,0,75.84,0
12,3,28.2,1,93.78,0
7,0,29.1,0,52.47,1
17,0,38.1,0,100.0,0
0,2,18.2,0,77.48,0
14,2,38.1,0,97.31,0
7,3,35.7,1,54.07,1
10,5,37.2,1,71.33,0
11,4,37.0,0,71.11,0
11,1,29.1,1,87.7,0
3,5,21.3,1,63.6,1
15,6,31.1,1,100.0,0
3,4,43.7,0,59.73,1
4,0,32.7,1,63.41,1
23,6,15.3,1,100.0,0
4,5,16.8,0,57.92,1
7,2,44.8,1,52.62,1
9,3,17.2,1,60.9,1
16,4,16.4,1,100.0,0
8,3,25.6,0,56.73,1
21,6,44.1,0,98.38,0
18,4,24.6,1,100.0,0
13,5,27.3,0,83.08,0
7,0,34.0,0,55.04,1
8,1,15.7,0,62.74,1
21,3,41.9,1,100.0,0
10,3,30.6,1,74.99,0
22,1,29.0,0,100.0,0
0,3,40.8,1,73.36,0
13,3,43.6,0,83.17,0
4,4,27.7,0,61.4,1
20,4,20.2,1,100.0,0
13,1,39.5,0,77.67,0
3,6,27.1,0,62.79,1
21,0,43.1,0,100.0,0
22,5,43.5,0,89.55,0
0,5,18.4,1,86.12,0
21,6,43.7,0,88.61,0
22,3,26.0,1,99.69,0
18,0,34.4,0,100.0,0
7,1,16.0,1,58.44,1
14,6,41.7,0,98.05,0
20,1,34.2,0,98.23,0
14,4,34.3,1,97.45,0
8,3,42.1,1,59.7,1
20,2,30.3,0,100.0,0
8,1,27.3,0,56.86,1
9,6,41.0,0,59.54,1
19,3,37.3,0,100.0,0
20,0,43.5,0,100.0,0
8,6,43.2,1,49.57,1
2,4,26.5,1,69.06,0
19,5,28.4,0,100.0,0
10,0,22.7,1,62.69,1
5,1,34.8,1,43.34,1
1,1,25.9,0,72.69,0
6,0,38.6,1,54.32,1
17,1,18.6,0,100.0,0
1,6,18.5,1,72.58,0
16,3,21.1,1,100.0,0
10,1,17.5,1,74.26,0
11,4,33.6,1,81.01,0
18,3,19.4,1,100.0,0
21,6,19.8,0,100.0,0
23,2,15.4,1,99.74,0
6,1,38.5,0,52.48,1
19,1,39.4,1,100.0,0
5,4,19.9,1,55.06,1
20,6,37.2,1,100.0,0
23,4,28.0,0,85.75,0
0,5,22.2,1,88.06,0
16,6,33.6,1,100.0,0
10,0,20.4,0,59.94,1
21,0,37.7,0,100.0,0
17,0,16.4,0,100.0,0
20,4,43.8,1,100.0,0
16,0,17.2,1,100.0,0
6,6,32.4,1,58.16,1
16,0,42.1,1,100.0,0
19,2,15.4,0,100.0,0
8,0,30.0,0,51.57,1
16,1,25.5,1,100.0,0
19,5,32.4,0,100.0,0
21,4,21.8,0,100.0,0
21,3,16.9,0,100.0,0
7,5,33.8,1,52.13,1
16,2,27.5,0,100.0,0
6,4,33.7,1,49.71,1
0,6,21.3,1,94.95,0
12,4,25.2,1,91.27,0
22,1,31.9,0,100.0,0
18,6,32.8,0,100.0,0
23,5,26.2,0,90.76,0
18,5,23.4,0,100.0,0
16,0,23.2,1,100.0,0
12,6,20.2,1,89.91,0
15,1,24.8,1,100.0,0
7,0,21.0,0,51.56,1
18,0,34.0,0,100.0,0
17,4,32.1,0,100.0,0
0,5,26.5,1,79.06,0
13,0,24.8,1,100.0,0
18,2,22.1,0,100.0,0
14,2,31.1,1,96.77,0
17,5,42.6,1,100.0,0
1,2,35.6,0,70.35,0
21,4,37.3,0,100.0,0
16,1,40.0,1,100.0,0
17,3,25.5,0,100.0,0
5,0,16.9,1,54.61,1
18,3,33.7,0,100.0,0
3,1,20.7,1,61.62,1
0,1,32.1,0,82.14,0
7,4,37.2,0,45.47,1
22,2,38.5,0,91.67,0
6,2,24.1,1,59.09,1
2,1,30.4,1,70.38,0
9,4,33.6,0,58.34,1
9,4,39.6,1,59.07,1
18,5,37.8,1,100.0,0
13,6,44.6,0,86.69,0
1,0,15.2,0,72.39,0
0,6,28.1,0,77.31,0
22,2,22.7,1,99.01,0
22,1,18.6,0,96.76,0
17,5,42.3,1,100.0,0
6,3,44.9,1,43.49,1
7,2,20.4,1,61.61,1
0,0,16.2,0,86.93,0
22,4,23.3,0,98.58,0
2,1,40.0,1,73.86,0
23,2,23.8,1,90.21,0
22,3,16.7,0,90.36,0
7,0,16.6,0,58.98,1
21,0,27.8,0,93.13,0
14,5,43.0,0,90.43,0
4,2,23.6,0,57.34,1
2,3,27.8,0,75.96,0
18,0,18.1,0,100.0,0
0,1,29.8,0,77.69,0
14,0,35.9,0,96.54,0
7,3,23.1,1,61.09,1
1,4,23.9,0,72.35,0
2,4,40.3,0,62.85,1
23,5,15.3,1,93.49,0
13,2,34.1,0,88.77,0
23,3,26.8,0,80.75,0
13,5,24.0,1,100.0,0
10,6,34.7,0,67.19,0
15,0,40.0,1,97.69,0
3,6,31.8,1,61.92,1
19,0,15.9,0,100.0,0
4,4,28.8,1,55.27,1
21,5,28.9,1,100.0,0
20,4,31.3,1,100.0,0
13,1,35.1,1,90.72,0
22,6,15.6,0,89.87,0
15,6,30.1,1,100.0,0
17,4,32.6,1,100.0,0
6,1,25.3,0,51.85,1
9,0,35.1,1,61.57,1
6,5,21.8,0,41.45,1
0,1,24.5,1,82.02,0
22,5,43.9,0,85.3,0
20,6,25.4,1,100.0,0
18,5,25.4,0,100.0,0
15,6,32.9,1,95.36,0
18,1,44.1,0,100.0,0
3,6,44.5,0,60.31,1
17,2,32.4,0,100.0,0
1,6,15.0,0,73.33,0
0,4,42.0,0,75.54,0
14,1,32.1,1,100.0,0
4,0,26.0,1,59.51,1
19,5,39.9,0,100.0,0
10,3,27.0,0,65.19,0
9,1,16.0,1,71.35,0
1,4,39.6,1,75.33,0
2,6,31.4,0,58.12,1
22,5,25.1,1,100.0,0
22,2,22.5,0,100.0,0
11,0,32.8,0,68.56,0
19,2,21.2,0,100.0,0
4,3,24.7,1,63.68,1
4,1,34.1,0,53.69,1
5,5,41.4,1,53.12,1
8,1,31.0,1,61.25,1
1,4,37.8,1,76.67,0
20,1,37.9,1,100.0,0
11,0,34.9,0,71.21,0
2,3,22.4,0,70.48,0
19,2,41.0,1,100.0,0
21,3,28.1,0,100.0,0
11,5,16.3,1,88.21,0
23,1,22.3,0,92.23,0
16,5,38.0,0,100.0,0
9,2,17.1,0,58.22,1
23,5,19.4,0,86.75,0
13,4,35.8,0,91.73,0
22,3,41.8,0,94.32,0
16,2,34.0,1,100.0,0
17,2,21.7,0,100.0,0
18,6,16.6,0,100.0,0
16,2,33.5,0,100.0,0
13,6,16.4,1,96.7,0
8,0,33.4,0,50.92,1
7,6,21.8,0,60.16,1
1,3,42.1,0,65.03,0
12,5,29.3,1,86.76,0
6,6,21.7,0,51.7,1
8,2,40.6,1,60.6,1
21,3,22.6,1,100.0,0
21,6,24.2,0,100.0,0
10,6,40.0,0,63.03,1
13,2,24.3,1,89.52,0
3,4,27.3,1,67.35,0
12,4,25.4,0,80.88,0
1,6,18.5,0,71.88,0
22,4,16.2,1,97.1,0
4,1,36.7,1,52.91,1
10,2,34.4,1,72.51,0
5,1,23.5,1,66.79,0
17,3,23.9,0,100.0,0
20,1,43.4,1,100.0,0
9,3,44.6,0,56.48,1
3,6,29.2,1,69.41,0
8,3,39.1,1,65.9,0
5,3,37.1,0,55.21,1
1,5,23.9,0,75.18,0
16,1,16.8,0,100.0,0
4,5,19.3,0,53.62,1
5,6,40.1,1,56.96,1
11,2,36.9,0,74.82,0
22,1,34.9,0,81.03,0
20,2,18.9,0,100.0,0
9,2,34.2,1,69.98,0
21,3,38.2,1,100.0,0
20,1,40.8,0,92.11,0
5,2,15.4,1,60.26,1
7,4,35.5,1,59.74,1
1,2,15.6,0,78.57,0
11,4,36.2,1,75.51,0
12,1,34.1,0,74.15,0
20,6,19.5,0,100.0,0
6,5,38.0,0,48.52,1
9,1,17.1,1,67.38,0
12,5,39.8,0,81.32,0
16,5,22.9,1,100.0,0
20,1,35.7,1,100.0,0
13,2,42.7,1,90.23,0
1,0,25.2,1,79.13,0
21,2,30.1,0,92.87,0
10,2,28.9,0,63.24,1
0,6,19.7,1,88.38,0
18,3,32.7,0,100.0,0
20,3,37.3,1,100.0,0
3,2,42.5,1,60.43,1
18,4,40.5,0,100.0,0
20,6,30.3,1,100.0,0
10,5,36.6,0,62.91,1
7,3,39.0,1,54.11,1
10,2,29.8,1,68.25,0
3,6,18.5,1,65.17,0
16,0,28.1,1,100.0,0
6,4,40.3,0,36.87,1
7,1,32.9,1,53.3,1
2,2,36.7,1,64.45,1
21,6,20.6,0,99.9,0
1,2,43.9,1,71.48,0
22,5,27.1,1,94.16,0
14,4,34.6,1,97.07,0
23,3,15.6,1,98.25,0
21,3,18.8,1,100.0,0
21,3,38.5,1,100.0,0
4,1,44.0,0,40.66,1
23,6,24.6,1,89.71,0
0,4,16.1,0,82.61,0
3,4,25.8,1,65.73,0
14,3,15.5,0,100.0,0
19,3,20.8,0,100.0,0
18,5,37.6,0,95.09,0
2,0,43.1,0,66.24,0
19,0,17.6,1,100.0,0
10,2,31.7,1,73.05,0
16,2,22.6,1,100.0,0
12,4,19.2,0,85.0,0
10,4,21.6,0,57.53,1
1,1,32.3,0,66.18,0
8,1,17.0,0,63.9,1
1,0,28.0,0,72.98,0
20,2,19.1,0,100.0,0
8,0,23.2,0,51.19,1
8,0,20.7,1,74.56,0
7,2,41.5,0,61.05,1
16,6,36.2,1,100.0,0
0,1,41.1,1,79.41,0
10,5,26.5,0,72.31,0
7,5,24.4,0,49.89,1
9,5,26.4,0,58.53,1
6,2,15.6,0,50.67,1
2,3,36.7,1,64.45,1
2,3,25.5,0,66.94,0
17,3,24.4,1,100.0,0
4,4,32.9,0,42.69,1
11,1,28.1,1,85.01,0
11,1,44.4,1,80.9,0
18,6,25.7,1,100.0,0
5,6,33.4,1,55.63,1
1,4,24.3,1,74.25,0
11,0,44.7,0,65.51,0
18,6,28.4,0,100.0,0
4,5,34.0,0,55.8,1
11,3,18.8,1,82.87,0
16,5,37.0,0,100.0,0
16,3,23.1,1,100.0,0
9,5,28.5,1,68.81,0
22,0,41.5,0,95.0,0
16,5,44.1,1,100.0,0
14,5,27.7,0,100.0,0
11,2,40.0,1,71.8,0
15,5,16.6,0,100.0,0
23,2,40.4,1,86.82,0
18,1,33.9,0,100.0,0
7,4,29.7,0,54.04,1
20,5,41.7,1,100.0,0
16,1,40.4,1,100.0,0
22,6,23.9,1,89.6,0
4,6,38.7,0,52.45,1
21,2,18.0,0,100.0,0
15,5,39.7,1,100.0,0
5,5,35.3,0,44.24,1
7,0,17.6,0,54.95,1
17,1,35.5,1,100.0,0
11,3,32.4,0,79.11,0
14,3,32.8,0,97.28,0
8,0,23.7,0,60.81,1
12,2,23.0,1,78.4,0
14,3,37.9,0,97.07,0
9,3,22.7,1,69.93,0
15,6,28.4,0,99.67,0
6,6,35.8,0,47.31,1
16,4,17.4,0,100.0,0
22,1,32.8,0,92.61,0
20,2,32.7,0,100.0,0
21,5,35.5,1,100.0,0
6,1,26.1,0,51.35,1
13,2,28.5,0,100.0,0
14,3,24.9,0,91.64,0
20,4,39.2,0,100.0,0
6,1,18.9,1,53.16,1
8,3,43.9,0,42.43,1
18,2,34.0,0,100.0,0
15,1,41.6,0,95.7,0
7,5,27.8,0,59.68,1
17,1,25.0,1,100.0,0
22,3,42.0,1,92.46,0
17,1,18.0,0,100.0,0
19,5,18.5,0,100.0,0
6,4,24.0,0,46.54,1
2,4,43.8,0,55.46,1
17,3,34.0,0,99.18,0
9,2,31.6,1,66.42,0
6,3,36.2,1,49.1,1
16,4,27.5,0,100.0,0
13,0,37.7,0,78.93,0
23,0,26.8,0,80.53,0
2,1,39.8,1,70.66,0
11,5,23.0,0,73.54,0
12,6,23.3,0,78.61,0
1,6,30.7,1,74.6,0
2,6,27.9,1,68.21,0
4,1,34.4,0,62.86,1
10,0,25.9,0,67.55,0
7,4,21.9,0,54.14,1
22,1,29.1,0,91.5,0
22,6,31.8,1,100.0,0
11,6,19.3,1,74.69,0
6,3,31.7,0,52.08,1
14,6,24.6,1,100.0,0
23,5,26.8,0,93.82,0
16,6,23.4,1,100.0,0
3,3,42.9,0,60.54,1
21,6,35.5,0,100.0,0
12,5,22.9,1,83.37,0
17,4,34.4,1,100.0,0
0,1,40.5,1,79.83,0
15,5,27.0,1,100.0,0
12,3,39.9,1,74.43,0
9,1,19.6,0,57.64,1
11,1,39.7,0,63.01,1
1,3,31.2,1,74.7,0
22,0,21.7,0,92.05,0
2,6,27.2,0,76.69,0
9,5,44.6,0,58.71,1
1,3,38.5,0,64.16,1
22,4,32.3,1,94.52,0
12,2,18.5,0,76.06,0
12,3,27.5,0,79.99,0
17,6,22.9,0,100.0,0
2,6,17.1,0,74.85,0
6,1,31.3,1,55.61,1
13,1,41.7,0,82.79,0
19,3,35.3,0,100.0,0
16,2,22.5,0,100.0,0
20,3,32.2,1,100.0,0
11,2,43.3,1,74.23,0
15,2,36.7,0,100.0,0
23,6,35.7,0,78.96,0
11,6,44.0,1,72.42,0
14,6,39.0,0,93.48,0
9,4,19.1,1,64.88,1
6,6,25.4,0,45.13,1
19,5,44.0,0,100.0,0
4,1,29.7,1,79.85,0
0,1,18.3,0,79.38,0
16,2,28.8,0,100.0,0
2,1,35.9,0,69.53,0
12,0,44.9,1,89.39,0
13,2,24.7,1,91.43,0
23,1,30.4,0,92.46,0
17,0,41.4,0,100.0,0
3,4,25.7,0,57.56,1
17,1,18.3,0,100.0,0
4,0,43.5,1,54.11,1
15,3,29.7,1,100.0,0
0,5,30.1,1,93.57,0
20,3,33.6,0,100.0,0
13,0,15.1,0,83.82,0
14,2,42.9,1,95.48,0
8,6,25.8,0,52.67,1
14,6,26.9,0,94.87,0
16,6,20.2,1,100.0,0
23,2,26.3,0,90.33,0
3,1,39.1,1,68.22,0
11,6,39.0,0,75.64,0
4,3,43.1,0,44.03,1
4,2,27.1,0,54.4,1
10,2,36.3,0,53.39,1
5,6,30.2,0,45.97,1
6,3,39.1,1,41.79,1
23,4,36.4,1,83.01,0
13,2,26.0,0,95.95,0
23,6,25.1,0,93.0,0
10,5,22.6,1,75.31,0
12,0,32.3,1,90.19,0
1,1,43.9,0,71.12,0
6,2,21.0,1,57.28,1
19,5,17.9,1,100.0,0
3,5,18.6,1,75.69,0
7,2,38.5,0,55.01,1
19,4,25.5,1,100.0,0
21,0,21.7,1,100.0,0
20,1,25.6,1,98.35,0
18,2,34.4,1,100.0,0
12,1,31.4,0,77.07,0
13,3,37.3,1,100.0,0
9,5,25.2,1,70.99,0
10,5,28.6,1,60.57,1
1,2,18.1,0,72.26,0
8,2,17.2,0,58.16,1
16,3,28.9,0,100.0,0
2,4,24.0,1,71.35,0
23,2,33.4,1,96.67,0
5,5,16.3,1,57.43,1
4,1,18.7,0,57.06,1
4,0,41.0,1,63.36,1
21,6,32.0,1,100.0,0
14,1,36.4,0,97.98,0
22,4,40.3,1,95.17,0
16,0,28.9,1,100.0,0
8,1,37.8,0,51.46,1
2,1,30.7,0,64.92,1
19,3,21.7,0,100.0,0
16,6,25.1,0,100.0,0
9,4,29.7,0,60.68,1
2,5,24.5,1,73.24,0
17,3,25.1,0,100.0,0
17,0,25.1,1,100.0,0
16,6,18.7,1,100.0,0
23,5,17.5,0,91.81,0
2,3,16.4,0,71.13,0
2,6,18.3,1,75.69,0
5,4,25.3,1,47.29,1
12,2,32.8,1,92.76,0
23,2,20.6,0,87.75,0
14,0,41.6,1,100.0,0
8,2,39.3,0,53.37,1
3,3,30.6,1,58.21,1
13,0,36.7,1,87.21,0
4,5,26.0,1,56.78,1
1,4,16.1,0,73.25,0
10,0,42.1,0,52.51,1
8,5,18.8,1,58.38,1
23,0,43.4,1,93.57,0
2,1,32.2,1,74.7,0
8,1,24.2,0,52.39,1
2,0,29.9,0,55.68,1
1,6,30.0,0,75.38,0
11,2,15.7,0,71.13,0
9,1,25.7,0,55.08,1
8,6,37.2,1,55.45,1
14,6,30.3,1,98.03,0
7,4,22.3,1,54.38,1
4,5,25.1,0,52.01,1
10,3,40.9,1,64.22,1
1,1,30.8,0,68.44,0
23,0,30.9,0,84.25,0
14,2,43.8,1,94.32,0
5,3,24.6,1,59.4,1
7,5,29.4,0,52.45,1
4,6,39.4,0,48.5,1
15,5,37.8,1,100.0,0
17,1,23.0,0,100.0,0
5,5,19.5,0,59.1,1
4,5,36.0,0,54.95,1
15,2,22.7,1,99.54,0
12,6,42.7,0,76.73,0
4,2,18.9,0,53.98,1
12,2,24.5,0,76.85,0
16,0,16.6,0,100.0,0
17,5,36.1,0,100.0,0
7,5,41.7,0,51.94,1
12,5,34.1,0,75.68,0
18,4,43.1,1,100.0,0
2,2,18.9,1,71.24,0
23,3,17.6,1,95.27,0
7,1,40.2,0,52.96,1
1,6,40.7,1,73.72,0
7,3,39.9,1,44.26,1
12,6,39.0,0,78.0,0
12,0,25.9,1,95.32,0
0,0,21.5,0,79.04,0
5,6,42.9,0,54.91,1
23,5,24.2,0,92.59,0
18,3,27.0,1,100.0,0
15,5,36.0,0,100.0,0
7,4,23.8,1,58.77,1
0,0,39.6,0,74.06,0
15,0,17.1,0,100.0,0
8,3,38.7,1,57.56,1
12,0,33.1,0,83.94,0
10,4,32.2,1,58.09,1
12,4,28.8,0,73.23,0
20,4,23.3,0,100.0,0
9,1,28.9,0,60.77,1
3,4,28.5,0,54.9,1
5,4,32.5,0,52.05,1
6,1,23.4,0,55.36,1
4,5,17.3,0,56.85,1
10,2,19.4,0,75.34,0
12,0,36.0,1,91.29,0
18,4,15.7,1,100.0,0
22,0,40.7,1,100.0,0
9,3,35.8,0,48.56,1
9,0,38.0,1,66.74,0
10,6,40.1,1,74.31,0
20,5,18.7,0,100.0,0
6,1,39.7,1,55.18,1
17,0,30.1,0,99.57,0
3,0,41.6,1,56.38,1
1,0,41.6,1,71.15,0
13,2,15.7,1,89.67,0
12,2,26.5,1,84.86,0
11,3,30.8,1,75.48,0
6,1,35.4,0,51.48,1
1,0,23.6,1,71.59,0
12,0,22.6,0,85.35,0
13,0,26.4,1,89.89,0
16,0,30.0,0,99.58,0
8,2,43.5,1,53.98,1
16,5,37.9,1,100.0,0
7,5,27.9,1,54.24,1
1,3,16.6,1,83.82,0
23,6,20.1,1,97.14,0
12,4,28.7,0,96.07,0
2,1,39.4,1,65.61,0
15,5,26.4,1,100.0,0
5,6,31.2,0,56.22,1
18,0,41.8,1,100.0,0
6,5,42.4,1,52.53,1
9,3,21.5,1,57.56,1
8,4,16.3,1,62.52,1
1,5,24.2,1,75.46,0
14,3,35.9,0,90.84,0
4,2,43.5,1,56.24,1
21,4,17.3,0,100.0,0
3,3,15.9,1,71.89,0
19,6,41.5,1,100.0,0
3,5,37.4,0,55.67,1
17,2,44.8,1,100.0,0
3,6,26.9,1,54.55,1
16,3,27.5,0,100.0,0
11,3,20.2,1,85.45,0
21,6,18.5,1,100.0,0
16,5,32.4,0,100.0,0
